OrderPK,ProductPK,Quantity,TotalPrice,LoyaltyPointsUsed,date,BRAND,BRAND_DESC,Category,month,week,customer.INDIVIDUAL_ID
"9513496543277","8796161998849",1,11.99,0,"12/18/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5949410663"
"9513172860973","8804350656513",1,11.99,0,"12/18/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538808258"
"9480047624237","8804350656513",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5527662275"
"9475346366509","8796161998849",1,11.99,0,"11/24/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539777268"
"9435682373677","8796219080705",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528374995"
"9480104935469","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5531908414"
"9477029330989","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538578390"
"9477451120685","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526878730"
"9476190076973","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528871868"
"9511261143085","8796219080705",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537747513"
"9478095798317","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533528797"
"9427857834029","8796219080705",1,12.74,0,"9/30/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539486940"
"9494335193133","8796219080705",1,12.74,0,"12/4/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534638275"
"9493156233261","8796219080705",1,12.74,0,"12/3/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5946873339"
"9448904654893","8796219080705",1,12.74,0,"10/31/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536333999"
"9494018457645","8796219080705",1,12.74,0,"12/4/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538938408"
"9427812253741","8804350656513",1,11.99,0,"9/29/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532706689"
"9507307946029","8804350656513",1,11.99,0,"12/14/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528417744"
"9471354830893","8796218916865",1,11.99,0,"11/21/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5538106102"
"9510042271789","8804350656513",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5535900265"
"9510746226733","8796218916865",1,11.99,0,"12/17/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5527678305"
"9472096960557","8796218916865",1,11.99,0,"11/21/2016","FLGR                          ","Folgers                       ","Coffee                        ",1,1,"5537987604"
"9474053832749","8804350656513",1,11.99,0,"11/23/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539491462"
"9459672088621","8796161998849",1,11.99,0,"11/7/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5536607840"
"9473151533101","8796161998849",1,11.99,0,"11/22/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538786215"
"9459988004909","8804350656513",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536193527"
"9435643478061","8804350656513",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537994799"
"9476933222445","8804350656513",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5535937518"
"9494380576813","8796219080705",1,12.74,0,"12/4/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539408719"
"9476549115949","8804350656513",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538956562"
"9471194857517","8804350656513",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528197040"
"9471614353453","8804350656513",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526376174"
"9426098651181","8804350656513",1,11.99,0,"9/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538456928"
"9470905712685","8796219080705",1,11.99,0,"11/20/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537971000"
"9471562350637","8796219080705",1,11.99,0,"11/21/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538103655"
"9472629801005","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538311709"
"9447597244461","8796219080705",1,11.99,0,"10/29/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5534928361"
"9510833586221","8804350656513",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539299773"
"9472624623661","8804350656513",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539842263"
"9460607549485","8804350656513",1,11.99,0,"11/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536745529"
"9509884493869","8796161998849",1,11.99,0,"12/16/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5538958593"
"9441050165293","8796219080705",1,12.74,0,"10/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5532896604"
"9438182047789","8796219080705",1,11.99,0,"10/11/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539220834"
"9460012711981","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5537396487"
"9435493629997","8796219080705",1,11.99,0,"10/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536270470"
"9478881935405","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5533578887"
"9480293318701","8796219080705",1,11.99,0,"11/26/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5538208551"
"9460090830893","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539168994"
"9459684638765","8804350656513",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539906349"
"9435039662125","8796161998849",1,11.99,0,"10/6/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5539846436"
"9435012988973","8804350656513",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5530281673"
"9429131657261","8804350656513",1,11.99,0,"10/1/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5527674388"
"9459367608365","8796161998849",1,11.99,0,"11/7/2016","NOO                           ","Newmans Own Organic           ","Coffee                        ",1,1,"5530293530"
"9510846955565","8804350656513",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5829846471"
"9507088465965","8796219080705",1,11.99,0,"12/14/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539369709"
"9510264209453","8796219080705",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539065149"
"9509953830957","8796219080705",1,11.99,0,"12/16/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5526368238"
"9476664426541","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539856471"
"9508285906989","8796219080705",1,11.99,0,"12/15/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539927443"
"9459698565165","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5535953000"
"9476169793581","8796219080705",1,11.99,0,"11/25/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5901443533"
"9511223033901","8796219080705",1,11.99,0,"12/17/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5531274378"
"9473413677101","8796219080705",1,11.99,0,"11/22/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5536869487"
"9434918092845","8796219080705",1,11.99,0,"10/6/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539644141"
"9460210794541","8796219080705",1,11.99,0,"11/8/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5535942951"
"9507324428333","8796219080705",1,11.99,0,"12/14/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5539602358"
"9459083870253","8796219080705",1,11.99,0,"11/7/2016","GMCR                          ","Green Mountain Coffee Roasters","Coffee                        ",1,1,"5528083634"
